hMOF,HVF,VSA_RASPA[m^2/cm^3],LCD（Å）,MOFs密度/[kg/m^3],K,Q
8933,0.62248,2015.224475,7.73767,821.4033981,0.000327587,26.9328527
8934,0.48766,1274.220805,5.48127,1095.204531,0.00608438,43.70290635
8935,0.90369,1451.927049,20.1311,273.8013039,5.58E-07,3.26680262
8936,0.81054,2895.354215,7.59738,547.6026077,2.98E-05,13.04570437
8937,0.48971,1274.581938,5.48277,1095.205215,0.00562494,43.1706539
8938,0.90392,1447.903294,20.1284,273.8011327,5.39E-07,1.588718904
8939,0.8107,2901.553308,7.59557,547.6022654,3.00E-05,13.45804438
8940,0.62441,2013.358861,7.75596,821.4033981,0.000355112,27.65553121
8941,0.48998,1273.245088,5.47905,1095.204531,0.00616102,43.67319687
8942,0.90296,1448.933488,20.13151,273.8011386,5.62E-07,2.436899794
8943,0.8095,2898.67829,7.59752,547.6022772,2.97E-05,12.76680959
8944,0.49168,1275.237125,5.48235,1095.204554,0.00601889,44.34066695
8945,0.90271,1446.206053,20.13678,273.8011327,5.57E-07,1.884727537
8946,0.80641,2895.406623,7.59597,547.6022654,2.98E-05,12.84000616
8947,0.62399,2012.590029,7.75371,821.4033981,0.000338849,27.14837654
8948,0.48851,1274.964999,5.47929,1095.204531,0.00597532,43.76644538
8949,0.90461,1452.647892,20.13035,273.8012983,6.74E-07,3.906422449
8950,0.80928,2898.061389,7.59789,547.6025966,2.99E-05,12.72598656
8951,0.48303,1274.607549,5.48278,1095.205193,0.00616079,44.0938202
8952,0.90442,1446.394521,20.13678,273.8011327,5.25E-07,2.311626937
8953,0.80908,2897.258086,7.59597,547.6022654,3.00E-05,12.64402812
8954,0.62382,2014.215293,7.75371,821.4033981,0.000336891,27.09969281
8955,0.49003,1270.929321,5.47929,1095.204531,0.00627847,44.42750295
8956,0.90348,1452.983753,20.13151,273.8011386,5.75E-07,2.67578028
8957,0.80517,2894.882444,7.59752,547.6022772,3.04E-05,13.01902714
8958,0.489,1271.467438,5.48235,1095.204554,0.00570739,43.1855209
8959,0.90462,1455.418456,20.13151,273.8011386,5.90E-07,2.650974096
8960,0.80949,2902.338163,7.59752,547.6022772,2.92E-05,13.0853254
8961,0.6225,2011.470386,7.75886,821.4034158,0.000359504,27.05995294
8962,0.48783,1272.032811,5.48235,1095.204554,0.00654987,44.03849036
8963,0.90299,1449.598258,20.13678,273.8011327,5.57E-07,2.324225316
8964,0.81,2897.446925,7.59597,547.6022654,2.94E-05,13.10188315
8965,0.62205,2013.614783,7.75371,821.4033981,0.000347802,26.85191186
8966,0.48974,1269.618158,5.47929,1095.204531,0.00687294,43.96632409
8967,0.90428,1447.742493,20.13387,273.8011327,5.63E-07,1.507696148
8968,0.80866,2900.013821,7.59804,547.6022654,3.05E-05,13.53785722
8969,0.62318,2013.447259,7.75881,821.4033981,0.000346554,26.68527199
8970,0.49085,1272.036964,5.48235,1095.204531,0.00644396,43.80898121
8971,0.90202,1448.081658,20.1284,273.8011327,5.54E-07,2.210093734
8972,0.80876,2896.53877,7.59557,547.6022654,3.09E-05,13.16204962
8973,0.62206,2008.837724,7.75596,821.4033981,0.000358664,27.75292547
8974,0.48954,1268.268449,5.47905,1095.204531,0.00593734,43.26167071
8975,0.90412,1448.280928,20.13387,273.8011327,5.40E-07,2.203698048
8976,0.81,2901.345203,7.59804,547.6022654,2.99E-05,13.16989782
8977,0.62446,2011.849748,7.75881,821.4033981,0.000336793,27.12995413
8978,0.4882,1273.935319,5.48235,1095.204531,0.0059354,43.99073124
8979,0.90491,1446.461709,20.13678,273.8011327,5.77E-07,1.854568136
8980,0.81073,2898.570766,7.59597,547.6022654,2.89E-05,13.00285149
8981,0.62286,2014.726229,7.75371,821.4033981,0.000340451,26.94079241
8982,0.48513,1271.520982,5.47929,1095.204531,0.00683924,44.32783929
8983,0.90131,1451.489703,20.13678,273.8011327,5.46E-07,2.306606184
8984,0.80589,2903.561719,7.59597,547.6022654,2.91E-05,13.04362546
8985,0.62306,2014.197677,7.75371,821.4033981,0.000353015,27.49485084
8986,0.48533,1271.784507,5.47929,1095.204531,0.00571988,43.6470272
8987,0.90531,1448.329245,20.1284,273.8011327,6.14E-07,3.780644287
8988,0.8062,2901.848849,7.59557,547.6022654,3.01E-05,12.98678409
8989,0.62307,2011.193611,7.75596,821.4033981,0.000344253,26.66688816
8990,0.48884,1271.350285,5.47905,1095.204531,0.00579089,43.66730494
8991,0.9037,1451.417395,20.11996,273.8011327,5.22E-07,1.828947429
8992,0.80812,2902.117927,7.59661,547.6022654,3.17E-05,13.24272711
8993,0.4913,1274.293052,5.48127,1095.204531,0.00637946,43.71583002
8994,0.9029,1452.493531,20.13678,273.8011327,6.01E-07,3.202664543
8995,0.81087,2895.416631,7.59597,547.6022654,3.01E-05,13.01841781
8996,0.62299,2015.303524,7.75371,821.4033981,0.000385185,27.06737091
8997,0.49197,1275.217288,5.47929,1095.204531,0.0055878,43.50608952
8998,0.90197,1451.686673,20.13275,273.8012885,5.53E-07,2.405317148
8999,0.80952,2900.583633,7.59562,547.602577,0.000029902,12.97760534
9000,0.62339,2010.538488,7.73816,821.4038655,0.000349234,27.25149231
9001,0.48981,1272.433671,5.48045,1095.205154,0.00566751,43.6929885
9002,0.90373,1449.933655,20.12238,273.8011226,5.53E-07,2.26369101
9003,0.80865,2893.737847,7.59798,547.6022452,2.94E-05,13.25883828
9004,0.62773,2012.545685,7.7585,821.4033678,0.000359059,27.02984387
9005,0.4931,1268.622446,5.48294,1095.20449,0.00646755,44.37553111
9006,0.90403,1448.049095,20.1284,273.8011327,5.27E-07,1.611974111
9007,0.80834,2893.707801,7.59557,547.6022654,3.05E-05,12.94562313
9008,0.62151,2007.364563,7.75596,821.4033981,0.00034629,26.77723028
9009,0.48789,1269.930135,5.47905,1095.204531,0.00604721,43.97485092
9010,0.9057,1451.08385,20.1284,273.8011327,5.05E-07,1.439311521
9011,0.80672,2900.657144,7.59557,547.6022654,3.07E-05,13.23037557
9012,0.6229,2011.679284,7.75596,821.4033981,0.000334943,26.74225427
9013,0.49236,1270.342789,5.47905,1095.204531,0.00596105,44.03969267
9014,0.90616,1449.988301,20.13678,273.8011327,5.00E-07,1.688638367
9015,0.80999,2899.981128,7.59597,547.6022654,2.97E-05,13.55856827
9016,0.48669,1272.000961,5.47929,1095.204531,0.00595535,43.35383931
9017,0.90657,1445.380874,20.13678,273.8011327,5.72E-07,2.408157253
9018,0.80982,2902.059032,7.59597,547.6022654,3.03E-05,13.28505917
9019,0.4867,1272.053416,5.47929,1095.204531,0.00586295,43.59411336
9020,0.90372,1447.936926,20.13678,273.8011327,5.90E-07,3.650195356
9021,0.80994,2894.342507,7.59597,547.6022654,2.91E-05,12.81670599
9022,0.48762,1272.85545,5.47929,1095.204531,0.00579078,43.61780033
9023,0.90361,1446.371548,20.11996,273.8011327,5.69E-07,2.491839418
9024,0.80866,2897.10416,7.59661,547.6022654,2.99E-05,12.97965252
9025,0.48804,1273.1924,5.48127,1095.204531,0.00637254,44.31686102
9026,0.90204,1451.82036,20.11996,273.8011327,5.44E-07,2.313808334
9027,0.80811,2905.407678,7.59661,547.6022654,2.93E-05,13.07169214
9028,0.61958,2014.754305,7.73767,821.4033981,0.000357356,27.43646075
9029,0.48754,1272.003134,5.48127,1095.204531,0.00563337,43.34002139
9030,0.90546,1449.44107,20.13678,273.8011327,5.72E-07,2.515939081
9031,0.81089,2903.701287,7.59597,547.6022654,3.06E-05,13.09419113
9032,0.62258,2012.017729,7.75371,821.4033981,0.000374352,27.89444095
9033,0.49259,1271.060351,5.47929,1095.204531,0.00598382,43.64486644
9034,0.90254,1449.922708,20.1284,273.8011327,5.43E-07,2.846816727
9035,0.80575,2898.946094,7.59557,547.6022654,2.95E-05,13.14263831
9036,0.6232,2011.502682,7.75596,821.4033981,0.000344792,26.76091045
9037,0.49052,1272.219743,5.47905,1095.204531,0.00591802,42.92738448
9038,0.90402,1448.434833,20.12972,273.8012983,5.38E-07,1.884338382
9039,0.80758,2898.044105,7.59596,547.6025966,3.01E-05,12.75543498
9040,0.48293,1276.460992,5.47897,1095.205193,0.00589635,44.25572778
9041,0.9028,1451.479695,20.13387,273.8011327,5.37E-07,1.93242396
9042,0.81014,2899.733192,7.59804,547.6022654,0.000030578,13.64218802
9043,0.48809,1277.718277,5.48235,1095.204531,0.00653049,44.44542947
9044,0.62135,2008.10449,7.75371,821.4033981,0.000369207,27.28179085
9045,0.48659,1272.825227,5.47929,1095.204531,0.00610597,43.5215608
9046,0.90312,1448.281583,20.1284,273.8011327,5.42E-07,2.147260809
9047,0.80953,2897.432718,7.59557,547.6022654,3.04E-05,13.31471719
9048,0.62328,2016.693701,7.75596,821.4033981,0.000333602,27.40723854
9049,0.48941,1271.404313,5.47905,1095.204531,0.00591894,43.15496897
9050,0.90486,1448.109899,20.13678,273.8011327,5.70E-07,3.183892521
9051,0.80957,2902.734764,7.59597,547.6022654,2.91E-05,13.05048969
9052,0.62315,2015.137823,7.75371,821.4033981,0.000333415,27.44306699
9053,0.4869,1270.027696,5.47929,1095.204531,0.00658934,43.42561481
9054,0.84679,1897.923808,13.23392,450.1507111,1.62E-05,17.85572959
9055,0.84403,1871.661809,13.94116,447.1754411,1.07E-05,16.07884022
9056,0.85745,1859.107647,14.37788,422.8332072,1.27E-05,16.56262345
9057,0.85625,1845.566588,14.37788,430.9439195,0.000011112,15.84163588
9058,0.8767,1708.208062,15.099,369.9960658,5.68E-06,13.43454251
9059,0.74368,2608.662663,6.96047,739.9921315,0.00151573,28.21038111
9060,0.84015,1858.375196,13.32748,471.1650658,0.000025775,18.38210171
9061,0.47252,846.685952,5.44407,1413.495197,27.3553,76.39197825
9062,0.82885,1844.689905,13.03567,530.1593533,7.39E-05,23.1190154
9063,0.59333,1508.593574,6.55323,1060.318707,0.480105,49.33731546
9064,0.84258,1940.019641,12.67193,486.7948578,3.89E-05,19.58135605
9065,0.84233,1931.461661,12.85398,483.5664696,0.00003716,20.5654554
9066,0.62281,1628.498012,6.55816,967.1329391,0.194829,47.0259482
9067,0.46382,831.021714,5.20019,1450.699409,16.2886,71.55676096
9068,0.82877,1885.613302,13.0678,639.3482106,5.72E-05,23.50507617
9069,0.58178,1470.997698,6.56404,1278.696421,0.325042,48.98090601
9070,0.84097,1894.924864,13.35279,568.2394723,3.04E-05,19.40110806
9071,0.62464,1632.437435,6.55816,1136.478945,0.205395,46.43273231
9072,0.84723,1907.948125,13.19164,536.2118844,0.000027247,19.57389729
9073,0.82916,1986.855283,12.50289,639.3791182,5.13E-05,22.73169224
9074,0.58238,1443.296491,6.54172,1278.758236,0.345788,49.28001488
9075,0.29065,0,3.75822,1403.590936,3.01E-34,-116.4967416
9076,0.52682,1406.459206,6.45604,1039.285883,0.0658805,48.09634543
9077,0.80212,2097.415345,11.448,553.3074738,0.000350137,27.55933699
9078,0.79222,2076.502175,11.47011,608.4917803,0.000468131,28.03749359
9079,0.79568,2084.087372,11.46572,597.4549192,0.000470411,28.85330843
9080,0.79799,2128.562456,11.32943,586.4180571,0.00042387,29.11925087
9081,0.788,2123.518016,10.62877,679.1574969,0.00769758,38.94795233
9082,0.78318,2122.708252,11.07047,636.8935834,0.00197203,33.77606475
9083,0.45418,743.768092,5.40453,1273.787167,28.6297,70.15419637
9084,0.78263,2110.321226,11.05213,636.8929455,0.00257117,35.1257332
9085,0.78858,2142.195275,11.04818,615.7616181,0.00174957,34.32774756
9086,0.86551,1786.422849,14.90292,398.4494296,1.28E-05,16.41799018
9087,0.77202,2118.898645,10.88281,773.2465242,0.00247041,36.84294217
9088,0.81493,2081.938786,12.51614,544.407085,1.60E-05,15.09565461
9089,0.86007,1802.082992,15.98715,424.1856208,9.33E-07,3.466580356
9090,0.45628,732.312542,5.40609,1546.493048,64.6594,70.22038333
9091,0.85035,1793.915152,14.19677,493.6726414,0.000020645,19.24551846
9092,0.67439,2005.885985,6.61977,987.3452828,0.0131342,36.99141041
9093,0.7912,2064.434347,10.94735,821.6495731,0.00598295,38.86144888
9094,0.79665,2134.329112,10.96314,724.8439626,0.00173562,33.56579928
9095,0.77535,2168.601339,10.3894,821.6490772,0.0044369,38.11562404
9096,0.84896,1841.879168,13.47296,403.4398936,2.14E-05,19.02541332
9097,0.86025,1837.701605,13.67696,405.7832276,1.92E-05,19.16894865
9098,0.83988,1925.691526,13.32929,456.6231494,4.15E-05,22.16404737
9099,0.62819,1919.531213,6.61968,913.2462987,0.0190782,37.88909323
9100,0.90379,1447.527932,20.12537,273.8012885,5.32E-07,2.16131894
9101,0.80841,2905.761651,7.59777,547.602577,2.95E-05,13.26092464
9102,0.62283,2014.841121,7.75929,821.4038655,0.000344725,27.5083317
9103,0.48947,1270.748649,5.48257,1095.205154,0.00607457,43.5619501
9104,0.85401,1902.016463,13.63339,414.2712691,3.97E-05,21.60159113
9105,0.85039,1916.327111,13.32874,422.7420579,4.00E-05,22.303088
9106,0.65303,1974.081678,6.59933,845.4841158,0.0214801,37.72776201
9107,0.7748,2151.706892,9.89702,680.9509592,0.0376424,45.06327839
9108,0.85316,1889.137162,13.6325,454.4551006,7.76E-05,24.20460252
9109,0.65859,1939.409393,6.6016,908.9102012,0.0492938,40.07527811
9110,0.78529,2115.034638,9.45094,1076.68193,4.78493,61.90916642
9111,0.78066,2118.369663,9.88847,834.668295,0.362122,51.93695319
9112,0.7755,2154.531731,9.99718,834.6689647,0.226621,51.28929186
9113,0.77477,2107.780221,9.32611,1028.279943,2.2713,58.15386862
9114,0.78308,2136.476592,9.3046,1028.279337,3.70625,61.54671317
9115,0.32615,3.921274,3.87616,1393.838554,3.27E-22,-39.45108385
9116,0.86784,1789.903604,13.46034,384.7881301,7.83E-06,15.19409714
9117,0.70812,2377.02743,6.95064,769.5762601,0.00218666,29.29070084
9118,0.54787,1396.47373,6.45985,1154.36439,0.295068,52.93315617
9119,0.82864,2153.459492,10.30364,517.5470996,0.000162036,24.57811439
9120,0.8416,1991.998235,12.39014,463.7770234,5.95E-05,20.73980027
9121,0.83881,2015.323706,11.97334,471.6796201,5.94E-05,20.97281126
9122,0.82084,2175.082715,10.03083,534.2888985,0.00018555,26.38077371
9123,0.82796,2014.840013,11.80814,530.1675542,0.000246308,26.98749299
9124,0.83537,1906.3033,13.03711,562.9360576,0.0012382,30.89523269
9125,0.86786,1799.737761,13.72576,390.2424768,1.46E-05,17.02254722
9126,0.70709,2283.060277,6.96632,780.4849537,0.00502463,32.02627938
9127,0.8286,2086.321839,11.15963,560.4899035,0.000444822,28.41335625
9128,0.58603,1320.436811,6.67845,1120.979807,6.39432,58.49541318
9129,0.83776,2012.456598,11.83216,499.9094864,0.00019626,26.47078405
9130,0.8243,2039.085943,11.07007,736.1263164,0.000486962,29.50976815
9131,0.58033,1230.795841,6.69893,1472.252633,16.0723,62.16585786
9132,0.86961,1799.833653,13.738,444.1115787,1.65E-05,17.87326734
9133,0.70448,2235.777605,6.977,888.2231574,0.00547123,32.80936781
9134,0.28025,2.705135,3.86653,1776.446315,2.35E-17,-28.37971674
9135,0.81485,2016.048235,11.20738,770.7793025,0.000433857,29.60993541
9136,0.57275,1315.906597,6.72335,1541.558605,10.3953,59.71410664
9137,0.83106,1956.043029,11.96785,666.8273855,0.000189582,25.84628701
9138,0.59287,1326.543213,6.68534,1333.654771,4.16228,57.79087748
9139,0.77956,2236.188063,9.18795,827.6317356,0.00346468,36.19417472
9140,0.90463,1447.205304,20.12624,273.8011253,5.62E-07,2.751827057
9141,0.80809,2897.033369,7.5957,547.6022506,0.000029238,12.93346545
9142,0.62177,2010.50664,7.7526,821.4033759,0.000344111,27.28065999
9143,0.48439,1269.61874,5.47956,1095.204501,0.00664056,44.52402967
9144,0.87002,1765.433242,14.94613,402.1189785,2.85E-05,18.49845935
9145,0.87032,1790.843358,14.87687,408.3660709,2.84E-05,18.49353891
9146,0.86845,1828.106739,14.514,408.3663902,3.54E-05,19.51397217
9147,0.86268,1764.392938,14.27204,447.8317382,8.07E-05,23.25251854
9148,0.88714,1700.263894,14.38786,350.416525,1.15E-05,15.33099998
9149,0.75562,2515.697762,7.66976,700.83305,0.00217771,29.25303741
9150,0.35011,0.252902,3.80907,1401.6661,6.87E-19,-29.03629544
9151,0.87225,1819.66699,14.61117,423.909233,8.12E-05,22.33893162
9152,0.86353,1801.989511,14.59148,447.831746,0.000106926,24.29557882
9153,0.8708,1717.596491,15.48933,411.9482397,5.89E-05,21.96034132
9154,0.86972,1759.925619,14.84777,461.7305231,4.51E-05,21.11641232
9155,0.85863,1792.628915,14.1047,571.3187243,9.64E-05,25.25587586
9156,0.88519,1658.397728,14.87052,397.6544385,1.08E-05,16.8332
9157,0.75508,2481.373881,7.66858,795.308877,0.00253332,29.94213563
9158,0.86362,1837.245125,14.4154,543.9215772,0.000105273,24.54599708
9159,0.57817,1217.127623,6.06886,1631.764732,860.196,79.30809558
9160,0.866,1835.384428,14.01977,571.3186015,0.000124288,24.90565643
9161,0.69695,1973.480083,7.75021,1142.637203,0.221245,45.24636632
9162,0.8826,1727.212731,13.7329,348.5234568,8.27E-06,13.96798969
9163,0.74506,2381.645328,7.69408,697.0469136,0.00137237,27.14184646
9164,0.34939,13.878597,3.96384,1394.093827,8.04E-11,15.95772058
9165,0.88657,1754.579451,13.74078,348.5043242,7.98E-06,14.52232495
9166,0.74693,2397.649322,7.67653,697.0086485,0.00136057,27.67580183
9167,0.87301,1875.637097,12.86656,447.6412894,0.000127851,24.03001428
9168,0.85294,1848.480676,13.31437,523.1263973,0.00110746,32.32486304
9169,0.87773,1799.931083,13.59588,384.0237407,2.53E-05,20.0224858
9170,0.73259,2334.58886,7.68148,768.0474814,0.00415975,31.69459126
9171,0.62148,1784.49845,6.65188,1152.071222,0.91816,51.89171515
9172,0.85696,1946.945583,12.38707,459.1334059,0.000136072,24.62484698
9173,0.67388,1836.279575,7.49725,918.2668118,0.328279,47.33559406
9174,0.8671,1911.494217,12.96107,447.6414331,0.000152984,25.39128973
9175,0.85051,1942.822195,12.69203,592.6077324,0.000124297,24.70787585
9176,0.6642,1759.242864,7.45459,1185.215465,0.527967,49.98241663
9177,0.84476,1881.880582,13.78268,585.9496415,0.000348927,27.80266218
9178,0.84976,1906.996301,12.76838,592.6075421,0.000125285,24.36954542
9179,0.65715,1769.86119,7.45492,1185.215084,0.528453,48.92205811
9180,0.85287,1952.068394,12.68506,592.5609538,0.000121423,25.74349393
9181,0.66834,1788.377628,7.47866,1185.121908,0.675015,51.50074941
9182,0.8355,2144.366449,11.29071,700.3858861,0.000473903,30.21935963
9183,0.87721,1698.231242,16.30891,367.0029536,7.83E-07,3.557986407
9184,0.74762,3290.447568,5.95082,734.0059072,0.000361097,25.93882237
9185,0.47879,1162.431988,5.77191,1101.008861,0.000990911,46.78386236
9186,0.35483,638.709203,4.45104,1468.011814,7.76E-05,46.68999203
9187,0.89016,1574.856929,18.2905,317.1647502,6.58E-07,2.885826703
9188,0.77957,3108.255998,6.83549,634.3295004,0.000113464,19.09753774
9189,0.55007,1714.118278,6.02476,951.4942506,0.00120642,36.68739056
9190,0.42132,945.122394,5.33318,1268.659001,0.0037384,52.78894396
9191,0.88995,1573.851236,18.2951,317.1652367,6.67E-07,2.458839229
9192,0.78241,3106.571997,6.83325,634.3304733,0.000114939,19.24087526
9193,0.42068,946.601332,5.32821,1268.660947,0.00432721,53.65475833
9194,0.85867,1806.328228,15.99993,424.1856104,9.43E-07,3.504464948
9195,0.40022,654.647314,5.42251,1272.556831,2.15E-06,37.75187948
9196,0.29596,309.108015,4.06525,1696.742442,3.42E-09,21.82883381
9197,0.7499,3295.841163,5.94919,734.0058907,0.000383323,25.97881146
9198,0.47918,1157.559325,5.77611,1101.008836,0.00107544,47.10313903
9199,0.35558,634.896502,4.464,1468.011781,0.000138186,53.6664495
9200,0.8744,1697.894011,16.30368,367.0028758,7.71E-07,2.775771811
9201,0.75018,3288.720062,5.94993,734.0057516,0.000360675,26.40137574
9202,0.48029,1161.558867,5.77789,1101.008627,0.00131648,49.17324399
9203,0.35591,638.465936,4.46295,1468.011503,0.000274601,50.5842674
9204,0.87846,1694.586283,16.30318,367.0029536,7.96E-07,3.46352852
9205,0.74896,3288.718103,5.94913,734.0059072,0.000377046,25.9242135
9206,0.35456,635.098635,4.46381,1468.011814,0.000309856,52.49988372
9207,0.87618,1696.196957,16.30891,367.0029536,8.28E-07,3.28112737
9208,0.74978,3292.48914,5.95082,734.0059072,0.000359394,26.19162545
9209,0.47783,1158.507432,5.77191,1101.008861,0.00153159,43.15886769
9210,0.35465,636.282523,4.45104,1468.011814,6.98E-05,52.30426896
9211,0.87421,1696.572783,16.30081,367.0031761,8.04E-07,3.113107311
9212,0.74711,3285.671542,5.94946,734.0063521,0.000349915,25.60892748
9213,0.47494,1160.233831,5.76755,1101.009528,0.00115668,47.33235597
9214,0.35553,634.025926,4.44621,1468.012704,0.000160642,52.90936445
9215,0.87582,1697.017912,16.30586,367.0029429,7.50E-07,2.78702862
9216,0.74996,3290.829445,5.94934,734.0058858,0.000355969,25.43319659
9217,0.47506,1158.095941,5.77573,1101.008829,0.00128385,46.7897323
9218,0.35599,631.041855,4.45805,1468.011772,0.000192417,52.16919177
9219,0.86143,1802.777843,15.9993,424.1856078,9.45E-07,3.753421932
9220,0.3997,654.245703,5.42268,1272.556823,9.51E-06,40.71593818
9221,0.29588,309.80586,4.06497,1696.742431,1.55E-10,15.93511391
9222,0.87571,1697.412758,16.3008,367.0029342,8.23E-07,3.388263369
9223,0.74939,3283.528999,5.95101,734.0058685,0.000360121,25.66717532
9224,0.47257,1162.112558,5.77218,1101.008803,0.00093393,43.71957455
9225,0.35466,634.700333,4.45995,1468.011737,8.00E-05,49.38590839
9226,0.87693,1697.41944,16.30318,367.0029536,8.17E-07,3.943670822
9227,0.74888,3289.422068,5.94913,734.0059072,0.000351688,26.09553815
9228,0.4769,1156.494323,5.77607,1101.008861,0.0010429,45.14964298
9229,0.36028,635.521435,4.46381,1468.011814,0.000109009,50.27453947
9230,0.87582,1699.468063,16.3019,367.0028724,8.57E-07,4.517865869
9231,0.75396,3290.968922,5.95278,734.0057448,0.000375391,25.54554653
9232,0.47607,1160.833521,5.77735,1101.008617,0.00102089,47.32555287
9233,0.35634,635.729408,4.46272,1468.01149,4.81E-05,45.60430091
9234,0.87544,1698.76413,16.30173,367.0031748,8.06E-07,3.161000877
9235,0.75201,3284.549286,5.94925,734.0063496,0.00036546,26.05837986
9236,0.35678,636.86859,4.46385,1468.012699,6.88E-05,49.67985795
9237,0.87469,1692.474506,16.30531,367.0029536,7.83E-07,3.643082528
